Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Gmag G_BPmag G_RPmag
0.004 -0.58336 6.82000 0.0900000036 1.0816895926    0.090 -1.819  3.4516  3.970    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.66e-15      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 9.317 10.655 12.687 9.332
0.004 -0.58336 6.82000 0.1000000015 1.1711064122    0.100 -1.761  3.4587  3.985    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -7.1e-15      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 9.172 10.439 12.364 9.139
0.004 -0.58336 6.82000 0.1192697585 1.3144835962    0.119 -1.663  3.4700  4.009    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.91e-15      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 8.927 10.092 11.869 8.825
0.004 -0.58336 6.82000 0.1210010499 1.3258774024    0.121 -1.655  3.4709  4.011    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.99e-15      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 8.907 10.064 11.830 8.800
0.004 -0.58336 6.82000 0.1308838278 1.3870910757    0.131 -1.607  3.4762  4.018    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.47e-15      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 8.787 9.898 11.601 8.650
0.004 -0.58336 6.82000 0.1337896138 1.4039552458    0.134 -1.594  3.4777  4.021    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.61e-15      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 8.754 9.852 11.538 8.609
0.004 -0.58336 6.82000 0.1384914517 1.4302584254    0.138 -1.574  3.4798  4.024    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.85e-15      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 8.704 9.784 11.445 8.547
0.004 -0.58336 6.82000 0.1400000006 1.4384526719    0.140 -1.568  3.4803  4.025    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.92e-15      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 8.689 9.765 11.419 8.529
0.004 -0.58336 6.82000 0.1479719132 1.4799262970    0.148 -1.534  3.4840  4.029    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.35e-15      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 8.604 9.649 11.262 8.426
0.004 -0.58336 6.82000 0.1689168215 1.5763193476    0.169 -1.455  3.4922  4.041    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 8.406 9.384 10.906 8.187
0.004 -0.58336 6.82000 0.1835535467 1.6349003434    0.184 -1.404  3.4973  4.047    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 8.281 9.220 10.691 8.039
0.004 -0.58336 6.82000 0.1994905025 1.6921477345    0.199 -1.358  3.5020  4.056    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.17e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 8.164 9.068 10.493 7.901
0.004 -0.58336 6.82000 0.2175909877 1.7503593580    0.218 -1.302  3.5081  4.062    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 8.026 8.887 10.257 7.738
0.004 -0.58336 6.82000 0.2359947413 1.8034239091    0.236 -1.251  3.5139  4.069    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.36e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 7.897 8.718 10.038 7.587
0.004 -0.58336 6.82000 0.2551975846 1.8533431790    0.255 -1.203  3.5192  4.077    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.44e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 7.778 8.564 9.840 7.450
0.004 -0.58336 6.82000 0.2911394835 1.9348210009    0.291 -1.124  3.5270  4.086    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.6e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 7.581 8.316 9.531 7.226
0.004 -0.58336 6.82000 0.3000000119 1.9529139769    0.300 -1.106  3.5288  4.089    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 7.536 8.259 9.459 7.175
0.004 -0.58336 6.82000 0.3343147039 2.0169341473    0.334 -1.042  3.5357  4.099    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.78e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 7.376 8.057 9.208 6.993
0.004 -0.58336 6.82000 0.3499999642 2.0434174156    0.350 -1.014  3.5387  4.103    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.85e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 7.306 7.969 9.100 6.914
0.004 -0.58336 6.82000 0.3899859488 2.1044762929    0.390 -0.950  3.5461  4.115    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -2e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 7.145 7.764 8.847 6.732
0.004 -0.58336 6.82000 0.3999999762 2.1185023988    0.400 -0.934  3.5479  4.118    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.04e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 7.106 7.715 8.786 6.688
0.004 -0.58336 6.82000 0.4499999881 2.1822809009    0.450 -0.864  3.5568  4.134    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.22e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 6.929 7.489 8.505 6.488
0.004 -0.58336 6.82000 0.4999999702 2.2374541023    0.500 -0.798  3.5664  4.153    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.4e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 6.766 7.274 8.237 6.301
0.004 -0.58336 6.82000 0.5216345191 2.2586969933    0.522 -0.771  3.5708  4.162    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.47e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 6.698 7.184 8.124 6.223
0.004 -0.58336 6.82000 0.5460690260 2.2803767054    0.546 -0.742  3.5750  4.169    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.56e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 6.625 7.092 8.012 6.142
0.004 -0.58336 6.82000 0.5500000119 2.2836582633    0.550 -0.737  3.5756  4.169    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.59e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 6.612 7.076 7.993 6.128
0.004 -0.58336 6.82000 0.5791209340 2.3063812970    0.579 -0.702  3.5816  4.181    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.69e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 6.524 6.961 7.850 6.029
0.004 -0.58336 6.82000 0.5999999642 2.3211212854    0.600 -0.676  3.5854  4.186    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.79e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 6.461 6.881 7.753 5.959
0.004 -0.58336 6.82000 0.6109467149 2.3283880531    0.611 -0.662  3.5883  4.191    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.84e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 6.425 6.833 7.692 5.918
0.004 -0.58336 6.82000 0.6412473321 2.3470229591    0.641 -0.624  3.5948  4.200    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -3e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 6.329 6.711 7.542 5.813
0.004 -0.58336 6.82000 0.6499999166 2.3520352771    0.650 -0.612  3.5965  4.201    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.05e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 6.301 6.677 7.501 5.783
0.004 -0.58336 6.82000 0.6698935628 2.3628695179    0.670 -0.585  3.6018  4.208    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.18e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 6.232 6.588 7.390 5.707
0.004 -0.58336 6.82000 0.6999999881 2.3779266974    0.700 -0.545  3.6090  4.216    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.37e-14      0.00 7.399e-01 2.561e-01 7.193e-04 1.940e-04 1.760e-03 -1.000 4.000e-03 6.133 6.462 7.234 5.599
0.004 -0.58336 6.82000 0.7477272749 2.3989636747    0.748 -0.421  3.6457  4.267    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.11e-14      0.00 7.399e-01 2.561e-01 7.102e-04 1.938e-04 1.760e-03 -1.000 4.000e-03 5.821 5.998 6.617 5.239
0.004 -0.58336 6.82000 0.7954545617 2.4171243451    0.795 -0.366  3.6535  4.271    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.49e-14      0.00 7.399e-01 2.561e-01 7.098e-04 1.938e-04 1.760e-03 -1.000 4.000e-03 5.686 5.829 6.416 5.093
0.004 -0.58336 6.82000 0.7974327207 2.4178232775    0.797 -0.364  3.6538  4.271    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.51e-14      0.00 7.399e-01 2.561e-01 7.098e-04 1.938e-04 1.760e-03 -1.000 4.000e-03 5.680 5.822 6.408 5.087
0.004 -0.58336 6.82000 0.8431818485 2.4329412586    0.843 -0.298  3.6626  4.264    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.14e-14      0.00 7.399e-01 2.561e-01 7.098e-04 1.938e-04 1.760e-03 -1.000 4.000e-03 5.516 5.624 6.177 4.913
0.004 -0.58336 6.82000 0.8909090757 2.4468253017    0.890 -0.233  3.6727  4.263    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.82e-14      0.00 7.399e-01 2.561e-01 7.098e-04 1.938e-04 1.760e-03 -1.000 4.000e-03 5.352 5.427 5.948 4.742
0.004 -0.58336 6.82000 0.9386363626 2.4590982838    0.938 -0.171  3.6829  4.265    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.51e-14      0.00 7.399e-01 2.561e-01 7.098e-04 1.938e-04 1.760e-03 -1.000 4.000e-03 5.197 5.240 5.731 4.581
0.004 -0.58336 6.82000 0.9420073628 2.4599112158    0.941 -0.166  3.6837  4.265    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.57e-14      0.00 7.399e-01 2.561e-01 7.098e-04 1.938e-04 1.760e-03 -1.000 4.000e-03 5.186 5.226 5.715 4.569
0.004 -0.58336 6.82000 0.9863637090 2.4700155298    0.986 -0.102  3.6940  4.262    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.42e-14      0.00 7.399e-01 2.561e-01 7.098e-04 1.938e-04 1.760e-03 -1.000 4.000e-03 5.025 5.036 5.497 4.404
