Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Gmag G_BPmag G_RPmag
0.005 -0.48482 6.89001 0.0900000036 1.0816895926    0.090 -1.894  3.4421  4.006    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.38e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 9.504 10.972 13.154 9.617
0.005 -0.48482 6.89001 0.1000000015 1.1711064122    0.100 -1.832  3.4498  4.021    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.78e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 9.350 10.739 12.812 9.405
0.005 -0.48482 6.89001 0.1309193224 1.3873000021    0.131 -1.672  3.4680  4.051    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.03e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 8.950 10.163 11.984 8.884
0.005 -0.48482 6.89001 0.1397801489 1.4372656280    0.140 -1.633  3.4724  4.058    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.36e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 8.853 10.027 11.795 8.761
0.005 -0.48482 6.89001 0.1420888156 1.4496112521    0.142 -1.624  3.4734  4.060    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.45e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 8.829 9.993 11.750 8.731
0.005 -0.48482 6.89001 0.1444330364 1.4618830069    0.144 -1.613  3.4744  4.061    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.57e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 8.803 9.958 11.702 8.699
0.005 -0.48482 6.89001 0.1567091942 1.5221692131    0.157 -1.562  3.4797  4.066    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.15e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 8.676 9.785 11.466 8.542
0.005 -0.48482 6.89001 0.1648920625 1.5590441586    0.165 -1.532  3.4829  4.071    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.47e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 8.601 9.682 11.327 8.449
0.005 -0.48482 6.89001 0.1792065650 1.6181542994    0.179 -1.481  3.4881  4.077    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.08e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 8.473 9.511 11.097 8.294
0.005 -0.48482 6.89001 0.1947492808 1.6757557435    0.195 -1.431  3.4935  4.084    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.69e-15      0.00 7.371e-01 2.578e-01 9.173e-04 2.474e-04 2.244e-03 -1.000 5.101e-03 8.348 9.343 10.873 8.143
