Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Gmag G_BPmag G_RPmag
0.0075 -0.30462 8.49501 0.0900000036 1.0816895926    0.090 -3.089  3.4147  5.092    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.81e-17      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 12.493 14.343 17.262 12.872
0.0075 -0.30462 8.49501 0.0901935175 1.0835407796    0.090 -3.087  3.4150  5.092    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.84e-17      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 12.488 14.338 17.257 12.867
0.0075 -0.30462 8.49501 0.0971047357 1.1464558009    0.097 -3.013  3.4268  5.097    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.12e-16      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 12.301 14.036 16.756 12.594
0.0075 -0.30462 8.49501 0.0998300463 1.1696851497    0.100 -2.983  3.4317  5.099    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.18e-16      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 12.228 13.905 16.528 12.478
0.0075 -0.30462 8.49501 0.1087987348 1.2406660465    0.109 -2.910  3.4412  5.101    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.33e-16      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 12.045 13.616 16.075 12.216
0.0075 -0.30462 8.49501 0.1134097800 1.2742631939    0.113 -2.872  3.4463  5.102    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-16      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 11.951 13.467 15.840 12.082
0.0075 -0.30462 8.49501 0.1194901466 1.3159458992    0.119 -2.821  3.4532  5.101    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.55e-16      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 11.823 13.263 15.516 11.900
0.0075 -0.30462 8.49501 0.1196491718 1.3169988752    0.120 -2.820  3.4533  5.101    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-16      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 11.820 13.259 15.509 11.896
0.0075 -0.30462 8.49501 0.1391502321 1.4338510389    0.139 -2.671  3.4703  5.086    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.08e-16      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 11.448 12.707 14.667 11.401
0.0075 -0.30462 8.49501 0.1468799859 1.4744193575    0.147 -2.619  3.4754  5.077    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.3e-16      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 11.317 12.523 14.404 11.235
0.0075 -0.30462 8.49501 0.1588103175 1.5318726544    0.159 -2.537  3.4830  5.060    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.72e-16      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 11.114 12.243 14.005 10.983
0.0075 -0.30462 8.49501 0.1793440431 1.6186919706    0.179 -2.436  3.4925  5.050    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.28e-16      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 10.861 11.896 13.521 10.672
0.0075 -0.30462 8.49501 0.1981305033 1.6874979825    0.198 -2.350  3.5005  5.038    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.86e-16      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 10.644 11.609 13.136 10.413
0.0075 -0.30462 8.49501 0.2472807318 1.8333743544    0.247 -2.155  3.5154  4.999    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.64e-16      0.00 7.302e-01 2.623e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 10.158 11.002 12.368 9.858
0.0075 -0.30462 8.49501 0.2964309752 1.9457107145    0.296 -2.011  3.5263  4.977    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.37e-16      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 9.796 10.560 11.829 9.451
0.0075 -0.30462 8.49501 0.3455812335 2.0361152310    0.345 -1.869  3.5368  4.944    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.81e-16      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 9.442 10.138 11.327 9.060
0.0075 -0.30462 8.49501 0.3947314620 2.1111807335    0.394 -1.716  3.5482  4.894    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.38e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 9.060 9.688 10.801 8.643
0.0075 -0.30462 8.49501 0.4294597805 2.1572520528    0.429 -1.605  3.5573  4.857    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.78e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 8.783 9.359 10.415 8.341
0.0075 -0.30462 8.49501 0.4438816309 2.1749833073    0.443 -1.560  3.5610  4.841    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.98e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 8.671 9.226 10.259 8.219
0.0075 -0.30462 8.49501 0.4930318892 2.2302052303    0.493 -1.396  3.5776  4.789    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.91e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 8.260 8.726 9.669 7.766
0.0075 -0.30462 8.49501 0.5421820879 2.2770780545    0.542 -1.229  3.5983  4.746    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.28e-15      0.00 7.309e-01 2.616e-01 1.355e-03 3.655e-04 3.315e-03 -1.000 7.550e-03 7.843 8.213 9.062 7.306
0.0075 -0.30462 8.49501 0.5913323760 2.3151474903    0.591 -1.062  3.6229  4.715    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.23e-15      0.00 7.311e-01 2.613e-01 1.354e-03 3.653e-04 3.313e-03 -1.000 7.541e-03 7.424 7.698 8.447 6.852
0.0075 -0.30462 8.49501 0.6404825449 2.3465775003    0.640 -0.902  3.6498  4.698    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.81e-15      0.00 7.313e-01 2.613e-01 1.353e-03 3.652e-04 3.312e-03 -1.000 7.494e-03 7.026 7.187 7.824 6.418
0.0075 -0.30462 8.49501 0.6669706106 2.3613241842    0.667 -0.817  3.6640  4.687    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.06e-14      0.00 7.314e-01 2.611e-01 1.353e-03 3.650e-04 3.310e-03 -1.000 7.465e-03 6.812 6.916 7.497 6.189
0.0075 -0.30462 8.49501 0.6896328330 2.3729123002    0.689 -0.748  3.6763  4.682    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-14      0.00 7.314e-01 2.611e-01 1.353e-03 3.650e-04 3.310e-03 -1.000 7.471e-03 6.640 6.699 7.236 6.005
0.0075 -0.30462 8.49501 0.7387830019 2.3952587666    0.739 -0.607  3.7011  4.670    0  0.000  0.539     0.00     0.00     0.00     0.00     0.00 -1 -1.67e-14      0.00 7.315e-01 2.609e-01 1.337e-03 3.644e-04 3.309e-03 -1.000 7.533e-03 6.287 6.273 6.737 5.641
0.0075 -0.30462 8.49501 0.7870201468 2.4140988623    0.787 -0.478  3.7217  4.651    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.22e-14      0.00 7.318e-01 2.607e-01 1.333e-03 3.641e-04 3.307e-03 -1.000 7.511e-03 5.966 5.908 6.321 5.324
0.0075 -0.30462 8.49501 0.8352572918 2.4304586797    0.835 -0.357  3.7400  4.629    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.93e-14      0.00 7.320e-01 2.605e-01 1.332e-03 3.638e-04 3.305e-03 -1.000 7.504e-03 5.663 5.578 5.950 5.034
0.0075 -0.30462 8.49501 0.8834944963 2.4447813327    0.883 -0.241  3.7560  4.601    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.84e-14      0.00 7.324e-01 2.601e-01 1.330e-03 3.633e-04 3.300e-03 -1.000 7.512e-03 5.373 5.274 5.611 4.766
0.0075 -0.30462 8.49501 0.9317315221 2.4574120116    0.931 -0.131  3.7702  4.571    0  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.98e-14      0.00 7.328e-01 2.597e-01 1.329e-03 3.629e-04 3.296e-03 -1.000 7.534e-03 5.098 4.993 5.301 4.517
0.0075 -0.30462 8.49501 0.9799686670 2.4686235370    0.980 -0.028  3.7829  4.540    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.39e-14      0.00 7.335e-01 2.590e-01 1.325e-03 3.619e-04 3.287e-03 -1.000 7.503e-03 4.839 4.733 5.013 4.286
0.0075 -0.30462 8.49501 1.0282058716 2.4786340095    1.028  0.073  3.7943  4.506    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -7.86e-14      0.00 7.350e-01 2.576e-01 1.318e-03 3.601e-04 3.272e-03 -1.000 7.404e-03 4.587 4.483 4.741 4.062
