Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Gmag G_BPmag G_RPmag
0.007 -0.33541 8.23001 0.0900000036 1.0816895926    0.090 -2.878  3.4304  4.944    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.89e-16      0.00 7.317e-01 2.612e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 11.966 13.634 16.225 12.211
0.007 -0.33541 8.23001 0.0922849551 1.1032240355    0.092 -2.860  3.4329  4.946    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.94e-16      0.00 7.317e-01 2.612e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 11.920 13.561 16.110 12.145
0.007 -0.33541 8.23001 0.0988222510 1.1611922700    0.099 -2.805  3.4404  4.952    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.12e-16      0.00 7.317e-01 2.612e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 11.783 13.341 15.762 11.947
0.007 -0.33541 8.23001 0.0996483564 1.1681622722    0.100 -2.799  3.4415  4.953    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.14e-16      0.00 7.317e-01 2.612e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 11.767 13.313 15.718 11.922
0.007 -0.33541 8.23001 0.1008862630 1.1784672880    0.101 -2.790  3.4426  4.954    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.16e-16      0.00 7.317e-01 2.612e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 11.745 13.279 15.664 11.891
0.007 -0.33541 8.23001 0.1106026098 1.2540261161    0.110 -2.720  3.4517  4.960    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.41e-16      0.00 7.317e-01 2.612e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 11.570 13.006 15.239 11.645
0.007 -0.33541 8.23001 0.1189450845 1.3123229328    0.119 -2.663  3.4594  4.966    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.64e-16      0.00 7.317e-01 2.612e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 11.428 12.780 14.879 11.445
0.007 -0.33541 8.23001 0.1283201575 1.3718031737    0.128 -2.607  3.4665  4.970    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.87e-16      0.00 7.317e-01 2.612e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 11.287 12.567 14.556 11.255
0.007 -0.33541 8.23001 0.1382417977 1.4288911444    0.138 -2.548  3.4738  4.973    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.16e-16      0.00 7.317e-01 2.612e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 11.140 12.347 14.225 11.060
0.007 -0.33541 8.23001 0.1460578591 1.4702378667    0.146 -2.507  3.4784  4.975    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.37e-16      0.00 7.317e-01 2.612e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 11.039 12.201 14.010 10.929
0.007 -0.33541 8.23001 0.1575385332 1.5260193710    0.157 -2.449  3.4849  4.975    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.71e-16      0.00 7.317e-01 2.612e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 10.891 11.988 13.701 10.740
0.007 -0.33541 8.23001 0.1737068892 1.5961949381    0.173 -2.378  3.4922  4.976    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.15e-16      0.00 7.317e-01 2.612e-01 1.272e-03 3.431e-04 3.112e-03 -1.000 7.072e-03 10.715 11.743 13.356 10.521
