Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Gmag G_BPmag G_RPmag
0.006 -0.40400 8.10000 0.0900000036 1.0816895926    0.090 -2.773  3.4396  4.876    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.61e-16      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 11.702 13.234 15.650 11.843
0.006 -0.40400 8.10000 0.0920575112 1.1011117127    0.092 -2.757  3.4417  4.878    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.67e-16      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 11.663 13.173 15.555 11.788
0.006 -0.40400 8.10000 0.0986755118 1.1599462812    0.099 -2.706  3.4484  4.884    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.88e-16      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 11.535 12.976 15.248 11.610
0.006 -0.40400 8.10000 0.0992424265 1.1647467926    0.099 -2.702  3.4489  4.884    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.9e-16      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 11.525 12.960 15.223 11.596
0.006 -0.40400 8.10000 0.0997954682 1.1693956023    0.100 -2.698  3.4494  4.885    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.91e-16      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 11.516 12.945 15.200 11.582
0.006 -0.40400 8.10000 0.1092983857 1.2443952971    0.109 -2.631  3.4580  4.891    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.23e-16      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 11.347 12.686 14.792 11.351
0.006 -0.40400 8.10000 0.1177272722 1.3041497160    0.117 -2.573  3.4658  4.896    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.53e-16      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 11.204 12.467 14.450 11.156
0.006 -0.40400 8.10000 0.1245357469 1.3484948823    0.124 -2.534  3.4706  4.901    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.74e-16      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 11.104 12.320 14.228 11.025
0.006 -0.40400 8.10000 0.1362121254 1.4176547699    0.136 -2.468  3.4787  4.906    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.14e-16      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 10.939 12.076 13.865 10.809
0.006 -0.40400 8.10000 0.1393275261 1.4348141253    0.139 -2.452  3.4805  4.907    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.24e-16      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 10.900 12.020 13.782 10.759
0.006 -0.40400 8.10000 0.1546969712 1.5127164559    0.154 -2.377  3.4889  4.911    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.77e-16      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 10.711 11.750 13.390 10.521
0.006 -0.40400 8.10000 0.1599688083 1.5371517232    0.160 -2.354  3.4913  4.912    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.93e-16      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 10.655 11.672 13.282 10.451
0.006 -0.40400 8.10000 0.1916666627 1.6648171703    0.191 -2.226  3.5043  4.914    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.05e-16      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 10.334 11.243 12.705 10.067
0.006 -0.40400 8.10000 0.2378787994 1.8085517583    0.237 -2.073  3.5190  4.913    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.72e-16      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 9.952 10.746 12.060 9.620
0.006 -0.40400 8.10000 0.2800816596 1.9112105678    0.279 -1.954  3.5294  4.908    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.37e-16      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 9.656 10.380 11.609 9.286
0.006 -0.40400 8.10000 0.2840909064 1.9199089181    0.283 -1.944  3.5303  4.907    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.52e-16      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 9.630 10.348 11.571 9.257
0.006 -0.40400 8.10000 0.3005377054 1.9539895286    0.299 -1.899  3.5342  4.903    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 9.519 10.213 11.407 9.133
0.006 -0.40400 8.10000 0.3303030431 2.0099003913    0.329 -1.821  3.5406  4.891    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.19e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 9.323 9.978 11.126 8.917
0.006 -0.40400 8.10000 0.3359016478 2.0196863599    0.335 -1.805  3.5420  4.888    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 9.282 9.928 11.068 8.871
0.006 -0.40400 8.10000 0.3765151799 2.0848521217    0.376 -1.689  3.5513  4.859    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-15      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 8.993 9.585 10.664 8.556
