Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Gmag G_BPmag G_RPmag
0.0075 -0.30462 7.18001 0.0900000036 1.0816895926    0.090 -2.127  3.4301  4.192    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.54e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 10.088 11.769 14.172 10.368
0.0075 -0.30462 7.18001 0.0948962942 1.1270013653    0.095 -2.095  3.4337  4.197    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.65e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 10.007 11.646 13.996 10.255
0.0075 -0.30462 7.18001 0.0998300463 1.1696851497    0.100 -2.062  3.4373  4.201    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.77e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 9.926 11.524 13.821 10.144
0.0075 -0.30462 7.18001 0.1194901466 1.3159458992    0.119 -1.949  3.4505  4.218    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.22e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 9.641 11.095 13.203 9.752
0.0075 -0.30462 7.18001 0.1391502321 1.4338510389    0.139 -1.853  3.4608  4.230    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.67e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 9.404 10.747 12.703 9.436
0.0075 -0.30462 7.18001 0.1409148723 1.4433664332    0.141 -1.846  3.4616  4.231    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.71e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 9.384 10.719 12.665 9.411
0.0075 -0.30462 7.18001 0.1635325849 1.5530846832    0.163 -1.752  3.4713  4.240    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.22e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 9.149 10.391 12.213 9.111
0.0075 -0.30462 7.18001 0.1746414304 1.5999896684    0.174 -1.709  3.4755  4.243    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.48e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 9.043 10.245 12.016 8.978
0.0075 -0.30462 7.18001 0.1829074174 1.6324440357    0.183 -1.680  3.4785  4.246    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.66e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 8.970 10.144 11.879 8.886
0.0075 -0.30462 7.18001 0.1868197322 1.6471472065    0.187 -1.667  3.4798  4.247    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.74e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 8.937 10.099 11.816 8.844
0.0075 -0.30462 7.18001 0.1930377632 1.6697105108    0.193 -1.645  3.4819  4.248    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.91e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 8.883 10.025 11.718 8.778
0.0075 -0.30462 7.18001 0.2031906694 1.7045925539    0.203 -1.613  3.4852  4.251    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.15e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 8.803 9.916 11.571 8.679
0.0075 -0.30462 7.18001 0.2220671177 1.7637893033    0.222 -1.558  3.4907  4.256    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.57e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 8.664 9.728 11.319 8.509
0.0075 -0.30462 7.18001 0.2426750213 1.8213707806    0.242 -1.503  3.4964  4.263    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -6e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 8.526 9.545 11.080 8.342
0.0075 -0.30462 7.18001 0.2642204463 1.8751421610    0.264 -1.450  3.5018  4.268    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.45e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 8.395 9.371 10.855 8.184
0.0075 -0.30462 7.18001 0.2928275466 1.9383227449    0.292 -1.386  3.5082  4.275    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.04e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 8.235 9.163 10.588 7.996
0.0075 -0.30462 7.18001 0.2964309752 1.9457107145    0.296 -1.378  3.5090  4.275    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.12e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 8.216 9.138 10.556 7.973
0.0075 -0.30462 7.18001 0.3342398107 2.0168038416    0.334 -1.302  3.5172  4.285    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.91e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 8.025 8.888 10.235 7.748
0.0075 -0.30462 7.18001 0.3455812335 2.0361152310    0.345 -1.281  3.5195  4.288    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.13e-15      0.00 7.302e-01 2.622e-01 1.358e-03 3.663e-04 3.323e-03 -1.000 7.551e-03 7.974 8.820 10.147 7.687
