Zini MH logAge Mini int_IMF Mass logL logTe logg label McoreTP C_O period0 period1 period2 period3 period4 pmode Mloss tau1m X Y Xc Xn Xo Cexcess Z mbolmag Gmag G_BPmag G_RPmag
0.0065 -0.36842 8.43001 0.0900000036 1.0816895926    0.090 -3.029  3.4244  5.071    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.15e-16      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.556e-03 12.343 14.065 16.828 12.620
0.0065 -0.36842 8.43001 0.0959914923 1.1367218282    0.096 -2.972  3.4326  5.075    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-16      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.556e-03 12.201 13.829 16.426 12.408
0.0065 -0.36842 8.43001 0.0994532034 1.1665225238    0.099 -2.938  3.4379  5.077    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.35e-16      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.556e-03 12.115 13.685 16.191 12.280
0.0065 -0.36842 8.43001 0.1065375879 1.2235067732    0.106 -2.881  3.4455  5.080    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-16      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.556e-03 11.973 13.463 15.840 12.079
0.0065 -0.36842 8.43001 0.1171251088 1.3000676406    0.117 -2.798  3.4570  5.084    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.7e-16      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.556e-03 11.764 13.133 15.309 11.786
0.0065 -0.36842 8.43001 0.1183596253 1.3084073322    0.118 -2.788  3.4584  5.084    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.73e-16      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.556e-03 11.740 13.095 15.246 11.752
0.0065 -0.36842 8.43001 0.1231107041 1.3394780904    0.123 -2.755  3.4624  5.084    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.82e-16      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.556e-03 11.657 12.970 15.053 11.641
0.0065 -0.36842 8.43001 0.1328241974 1.3984055546    0.133 -2.686  3.4707  5.081    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.06e-16      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.556e-03 11.484 12.715 14.664 11.413
0.0065 -0.36842 8.43001 0.1372660398 1.4235162573    0.137 -2.653  3.4744  5.078    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.19e-16      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.556e-03 11.403 12.597 14.488 11.308
0.0065 -0.36842 8.43001 0.1561724544 1.5196632823    0.156 -2.529  3.4866  5.059    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.8e-16      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.556e-03 11.093 12.165 13.866 10.922
0.0065 -0.36842 8.43001 0.1939852685 1.6730657523    0.193 -2.337  3.5037  5.028    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.06e-16      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.557e-03 10.613 11.534 13.016 10.352
0.0065 -0.36842 8.43001 0.2192160487 1.7552762978    0.218 -2.236  3.5121  5.013    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.91e-16      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.557e-03 10.360 11.213 12.603 10.060
0.0065 -0.36842 8.43001 0.2412513196 1.8176002146    0.240 -2.152  3.5186  4.997    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.78e-16      0.00 7.332e-01 2.603e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.557e-03 10.150 10.952 12.277 9.823
0.0065 -0.36842 8.43001 0.2885173559 1.9293289480    0.288 -2.013  3.5297  4.981    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.41e-16      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.556e-03 9.803 10.529 11.762 9.434
0.0065 -0.36842 8.43001 0.3357833922 2.0194818543    0.335 -1.877  3.5398  4.951    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.72e-16      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.557e-03 9.461 10.125 11.284 9.060
0.0065 -0.36842 8.43001 0.3830494285 2.0944832298    0.382 -1.729  3.5506  4.904    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.35e-15      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.556e-03 9.093 9.693 10.781 8.659
0.0065 -0.36842 8.43001 0.4303154945 2.1583256149    0.429 -1.583  3.5631  4.858    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.88e-15      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.556e-03 8.727 9.257 10.268 8.259
0.0065 -0.36842 8.43001 0.4516847432 2.1842677511    0.451 -1.515  3.5695  4.837    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.19e-15      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.557e-03 8.556 9.051 10.026 8.073
0.0065 -0.36842 8.43001 0.4775815010 2.2136462801    0.477 -1.430  3.5776  4.809    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.67e-15      0.00 7.332e-01 2.602e-01 1.179e-03 3.181e-04 2.885e-03 -1.000 6.556e-03 8.345 8.799 9.733 7.842
0.0065 -0.36842 8.43001 0.5248475671 2.2616805751    0.524 -1.269  3.5966  4.765    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.88e-15      0.00 7.336e-01 2.599e-01 1.178e-03 3.177e-04 2.881e-03 -1.000 6.554e-03 7.942 8.310 9.158 7.402
0.0065 -0.36842 8.43001 0.5454393625 2.2798460103    0.545 -1.197  3.6069  4.750    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.57e-15      0.00 7.337e-01 2.597e-01 1.177e-03 3.175e-04 2.880e-03 -1.000 6.554e-03 7.761 8.088 8.894 7.206
0.0065 -0.36842 8.43001 0.5721135736 2.3011561709    0.571 -1.107  3.6198  4.733    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -5.6e-15      0.00 7.339e-01 2.595e-01 1.176e-03 3.173e-04 2.878e-03 -1.000 6.553e-03 7.537 7.816 8.571 6.965
0.0065 -0.36842 8.43001 0.6193795800 2.3337850600    0.619 -0.949  3.6452  4.712    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.91e-15      0.00 7.340e-01 2.594e-01 1.176e-03 3.172e-04 2.877e-03 -1.000 6.530e-03 7.144 7.323 7.975 6.542
0.0065 -0.36842 8.43001 0.6655705571 2.3605784596    0.665 -0.799  3.6699  4.692    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.1e-14      0.00 7.342e-01 2.593e-01 1.175e-03 3.171e-04 2.876e-03 -1.000 6.527e-03 6.769 6.850 7.404 6.142
0.0065 -0.36842 8.43001 0.6666456461 2.3611514161    0.666 -0.796  3.6705  4.692    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-14      0.00 7.342e-01 2.593e-01 1.175e-03 3.171e-04 2.876e-03 -1.000 6.528e-03 6.760 6.840 7.392 6.133
0.0065 -0.36842 8.43001 0.7139116526 2.3843930558    0.714 -0.655  3.6952  4.680    0  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1  -1.5e-14      0.00 7.343e-01 2.592e-01 1.169e-03 3.168e-04 2.875e-03 -1.000 6.546e-03 6.409 6.411 6.888 5.767
0.0065 -0.36842 8.43001 0.7632793188 2.4051685315    0.763 -0.519  3.7182  4.664    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.03e-14      0.00 7.345e-01 2.590e-01 1.159e-03 3.164e-04 2.873e-03 -1.000 6.536e-03 6.068 6.018 6.436 5.429
