solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,xcen,ycen,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error
1636148068921376768,Gaia DR3 4638268228153377280,4638268228153377280,1499324599,2016.0,27.57863276409848,0.606457531452179,-74.36025085381611,0.4601751565933227,0.6719578041886873,0.5385389924049377,1.2477421760559082,2.700409412384033,0.000323838583953,0.8488452434539795,2.7004094106580934,0.6764218211174011,-0.1994761973619461,-0.0785203650593757,-0.2324056178331375,0.1283081471920013,-0.1183550283312797,0.1105484068393707,-0.2324317097663879,0.1514157503843307,-0.1411120742559433,-0.1853455007076263,236,0,235,1,3.535632371902466,333.6269226074219,2.481847047805786,3.343037366867065,95,False,,1.339360237121582,0.1632633358240127,0.0958234295248985,0.1061233878135681,-0.1169411242008209,0.2285994738340377,0.0871757119894027,27,20,1.220543622970581,32,10,0,0.0543689243495464,174.4319610595703,0,0,1.168144702911377,0.144630879163742,0.364764004945755,0.044200126081705,0.155153214931488,3.173160552978516,21.289758682250977,-3.3252816200256348,42.82670593261719,False,277,155.24975733499437,0.973146677017212,159.5337677001953,20.209789276123047,23,114.63467065727936,6.063179969787598,18.90669059753418,20.19025230407715,25,81.48097077411516,7.610166072845459,10.70685863494873,19.97025489807129,1.2632267475128174,0.0,0.0,0.0,0.0,0,0.2199974060058593,-0.0195369720458984,0.2395343780517578,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,297.6302454450389,-42.15647034894653,311.6639533874613,-68.9328220173069,False,False,0,False,False,False,False,False,False,False,False,0.0072050741873681,7.590009350189053e-12,0.9927928447723388,,,,,,,,,,,,,,,,,,,,,,,-0.02211576556200912,-0.015051228966740382,0.006805682649137979,0.057426029764099745,0.101405674858935
1636148068921376768,Gaia DR3 4638268228154540288,4638268228154540288,74440239,2016.0,27.584597698987587,0.0172868650406599,-74.3575015804423,0.0137297306209802,-0.067105378237233,0.0162377767264843,-4.132670402526856,1.690730094909668,1.2849819882709372,0.0249409899115562,-1.0988127383738169,0.0192308109253644,-0.140868991613388,0.0650849267840385,-0.1258084028959274,-0.1432083696126938,-0.0213738624006509,-0.1067297682166099,0.1556738913059234,0.1581970751285553,-0.2075180411338806,-0.0566278509795665,294,0,293,1,3.03787612915039,361.0201721191406,0.0637421458959579,1.788494348526001,31,True,1.4132978916168213,,,,,,,,35,26,0.0347226709127426,41,12,0,0.0099405627697706,5.092841625213623,0,0,1.1280070543289185,0.0955906063318252,0.2290262281894683,0.1102138087153434,0.0981669053435325,7.68402624130249,15.077664375305176,-15.00485897064209,-43.48382186889648,False,343,37771.63567978795,12.469252586364746,3029.18212890625,14.244452476501465,35,14465.496629969226,23.97137451171875,603.4487915039062,14.937708854675291,35,33941.25679737719,28.644451141357425,1184.9156494140625,13.421075820922852,1.281563639640808,0.0,7.0,0.0,6.0,0,1.5166330337524414,0.6932563781738281,0.8233766555786133,172.729736328125,2.548247814178467,2.0,14.0,3.0,12.0,7.392541885375977,,,720.8626708984375,,4250.0,0.5,-0.75,111.0,,,,12.987539291381836,0.0677282884716987,11.0,,NOT_AVAILABLE,297.6270479030661,-42.15859786286242,311.6723267720361,-68.93386397885806,False,False,0,True,True,False,False,False,True,True,False,1.021452074399104e-13,5.102101467008291e-13,0.9999879002571106,4673.3740234375,4662.29833984375,4686.1884765625,2.1438000202178955,2.108099937438965,2.171999931335449,0.0513000003993511,0.0472999997437,0.0520999990403652,9025.1240234375,8712.185546875,9424.7353515625,0.777899980545044,0.7664999961853027,0.7906000018119812,0.590499997138977,0.58160001039505,0.6004999876022339,0.3084999918937683,0.3037000000476837,0.3136000037193298,MARCS,0.07437021864422087,0.14990517346177512,0.0003584255416964816,0.0017992185025482005,0.0009162983520398208
1636148068921376768,Gaia DR3 4638268258218151040,4638268258218151040,464910004,2016.0,27.624902862567662,0.3375926315784454,-74.35856177375422,0.259935975074768,0.2743815623048299,0.3190504014492035,0.8599944114685059,2.1530873775482178,1.6370105764775589,0.4319700300693512,-1.3985641106762092,0.3419592678546905,-0.0378687418997287,-0.0400432683527469,-0.3700720071792602,-0.1478106826543808,-0.0521386377513408,-0.180632084608078,-0.0075274384580552,0.1923768818378448,-0.3753232061862945,-0.0897866636514663,303,0,301,2,0.0336385108530521,309.20269775390625,0.0,0.0,31,False,1.751321792602539,,,,,,,,36,26,0.6201119422912598,42,14,0,0.0335045158863067,77.0732421875,0,0,1.0002564191818235,0.0076718609780073,0.2386001348495483,0.0539176054298877,0.1611141115427017,-146.80516052246094,19.572490692138672,-27.180051803588867,-38.40102005004883,False,350,220.16654341315808,0.8812295794487,249.8401641845703,19.83048820495605,40,160.8123094110503,8.543310165405273,18.823184967041016,19.82274436950684,37,104.41869250928144,5.673974514007568,18.403095245361328,19.700950622558597,1.204683542251587,0.0,0.0,0.0,1.0,0,0.1217937469482421,-0.0077438354492187,0.1295375823974609,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,297.6135265928505,-42.154267690059214,311.6753138471267,-68.94472996941205,False,False,0,False,False,False,False,False,False,False,False,0.0002050000475719,5.809410569788953e-13,0.9997573494911194,,,,,,,,,,,,,,,,,,,,,,,0.7263276077715376,0.08629357474688959,0.0043457232160645015,0.057680790662292904,0.05899747838908582
1636148068921376768,Gaia DR3 4638268258218919040,4638268258218919040,1031243241,2016.0,27.648694583591837,0.3637115061283111,-74.34039811966737,0.2960064709186554,0.2785628959708177,0.3557464778423309,0.7830376625061035,5.766512393951416,5.667335744905127,0.476115733385086,-1.064881020120092,0.4107333719730377,-0.0156132271513342,0.0596371553838253,-0.324868232011795,-0.1448051482439041,-0.0900152400135994,-0.1309341937303543,-0.1497368961572647,0.257820725440979,-0.2684119045734405,-0.000110919943836,283,0,281,2,0.364969253540039,301.1003112792969,0.0,0.0,31,False,1.5153526067733765,,,,,,,,32,25,0.6765962839126587,38,13,0,0.0141462283208966,144.53439331054688,0,0,1.0143605470657349,0.0991235077381134,0.1699592620134353,0.0342518873512744,0.1621963083744049,-31.179914474487305,21.63302230834961,-11.30018138885498,-41.343292236328125,False,320,195.38726236392984,0.7304917573928833,267.4736022949219,19.96012687683105,35,101.36617998949856,6.259636878967285,16.193620681762695,20.323808670043945,34,127.56473840619606,7.875722408294678,16.19721031188965,19.48356819152832,1.171677827835083,0.0,0.0,0.0,0.0,0,0.840240478515625,0.3636817932128906,0.4765586853027344,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,297.59777971022623,-42.16959308829176,311.7283828550348,-68.94749495373641,False,False,0,False,False,False,False,False,False,False,False,2.0918740517572587e-08,9.305531900594131e-10,0.9999833703041076,,,,,,,,,,,,,,,,,,,,,,,1.1111713087764916,1.1761128199577797,0.004059227498676814,0.06704715901139861,0.06703229328219343
1636148068921376768,Gaia DR3 4638268262514277376,4638268262514277376,317690866,2016.0,27.61504031560406,0.0426752045750618,-74.35451345969825,0.0344033949077129,0.9097196119469094,0.0408532619476318,22.267980575561523,6.001108646392822,4.303305791435206,0.0630201622843742,-4.182685924131599,0.0458304286003112,-0.078563742339611,0.0673944726586341,-0.1376188546419143,-0.1287171691656112,-0.0340600721538066,-0.1080334186553955,0.188382089138031,0.1889470070600509,-0.2091336250305175,-0.0394954271614551,305,0,305,0,0.8329772353172302,334.4087219238281,0.0813819915056228,0.3926421701908111,31,False,1.4731230735778809,,,,,,,,35,26,0.0877012535929679,42,12,0,0.0047699976712465,25.10921287536621,0,0,1.0330747365951538,0.0855409577488899,0.2268811762332916,0.0216112677007913,0.0486776791512966,22.35550308227539,6.717757701873779,-11.25584888458252,-31.49847412109375,False,361,4860.812889301237,2.4979724884033203,1945.9033203125,16.47059440612793,37,2156.6733580571827,9.29244327545166,232.0889434814453,17.00408172607422,36,3804.4861828504586,8.534043312072754,445.8011474609375,15.797155380249023,1.226370930671692,0.0,0.0,0.0,0.0,0,1.206926345825195,0.5334873199462891,0.6734390258789062,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,297.61527172761186,-42.15893543328512,311.68492809083574,-68.9413345510866,False,False,0,True,False,False,False,False,True,True,False,1.0229543042717185e-13,5.111446205532943e-13,0.9999729990959167,4807.17041015625,4786.2939453125,4831.11328125,4.526899814605713,4.508200168609619,4.543600082397461,-0.1710000038146972,-0.2009000033140182,-0.1380999982357025,1126.28271484375,1095.28271484375,1160.9993896484375,0.147499993443489,0.1260000020265579,0.1709000021219253,0.1159999966621398,0.0991000011563301,0.1344999969005584,0.0615000016987323,0.0524000003933906,0.0711999982595443,MARCS,0.5667956818990191,0.3291924181047534,0.0005579600019409764,0.004678103922008749,0.00243547205892312
1636148068921376768,Gaia DR3 4638268292577908352,4638268292577908352,44970095,2016.0,27.57089361316728,0.8266079425811768,-74.34269870424993,0.7033566832542419,0.6529544066415499,0.7624615430831909,0.8563768267631531,5.308668613433838,3.692949553725146,1.107366919517517,-3.813670974843951,1.1508759260177612,-0.1050159484148025,-0.0363968834280967,-0.2623745501041412,-0.0241267886012792,0.0613016225397586,-0.0278239659965038,-0.2563404738903045,0.056783054023981,-0.0962480083107948,-0.0747485533356666,200,0,198,2,3.136246681213379,267.9149780273437,3.027405977249145,3.279888153076172,95,False,,1.7680312395095823,0.2436802685260772,0.0736877024173736,-0.0220434330403804,-0.1385431587696075,0.268980473279953,0.3082613348960876,23,19,1.637194037437439,24,5,0,0.0755372196435928,135.8731689453125,0,0,1.1624161005020142,0.1611977517604828,0.2077377289533615,0.223290354013443,0.1459991335868835,34.2912483215332,23.06608772277832,37.6473388671875,-36.500858306884766,False,203,106.17556585479328,1.0202399492263794,104.0692138671875,20.62230491638184,22,73.83551369915028,8.198745727539062,9.005708694458008,20.667879104614254,23,94.03956664930271,9.132521629333496,10.297218322753906,19.81461906433105,1.5811084508895874,0.0,0.0,0.0,0.0,0,0.8532600402832031,0.0455741882324218,0.8076858520507812,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,297.6257050815465,-42.1738228688312,311.7107038851708,-68.92734878575429,False,False,0,False,False,False,False,False,False,False,False,0.0015209527919068,9.346473817117841e-09,0.9984601736068726,,,,,,,,,,,,,,,,,,,,,,,-0.14730063486898146,1.0380777450043865,0.010432828320694733,0.12056088762740785,0.10543976037960187
1636148068921376768,Gaia DR3 4638268296872111616,4638268296872111616,97027462,2016.0,27.57681056570204,0.252705454826355,-74.35506791948835,0.2012984603643417,-0.0407517743979679,0.2360872328281402,-0.1726132035255432,2.574207067489624,2.054577890433361,0.349557876586914,-1.5508873441977933,0.2623705267906189,-0.1144880354404449,-0.0762172937393188,-0.2804155051708221,-0.1210183203220367,-0.0358504243195056,-0.1244200319051742,0.0698020011186599,0.1690012067556381,-0.2910279035568237,-0.156607836484909,321,0,320,1,1.6649516820907593,374.8629150390625,0.7609451413154602,1.1491185426712036,95,False,,1.7138347625732422,0.0700188279151916,0.0155830895528197,0.1171714812517166,-0.0245400350540876,0.2449286431074142,-0.0163811966776847,37,25,0.497537761926651,43,14,0,0.0229646395891904,20.636117935180664,3,6,1.0660845041275024,0.0737390592694282,0.2426635324954986,0.0858345404267311,0.104908213019371,-12.12016487121582,21.48533058166504,-20.451202392578125,-40.76422500610352,False,368,333.4543685647519,1.1705228090286257,284.8764343261719,19.37977600097656,0,,,,,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,297.62874392518626,-42.16155614449633,311.67782872214343,-68.93133011446137,False,False,0,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05159079068265993,0.2959248306990503,0.003811253089073802,,
1636148068921376768,Gaia DR3 4638268296872116864,4638268296872116864,16893438,2016.0,27.577464522433488,0.0954637378454208,-74.3562621934443,0.0758908241987228,0.0549572325544716,0.0883559137582779,0.6219983100891113,2.2672481536865234,2.023942800594856,0.1354462057352066,-1.0217974047654776,0.1003277152776718,-0.1598345786333084,0.0629770830273628,-0.1882863640785217,-0.1769714653491974,-0.0208009425550699,-0.1374691575765609,0.2095897197723388,0.1438981741666793,-0.2659616768360138,-0.1325423568487167,325,0,325,0,20.84052085876465,1623.758544921875,0.856215238571167,37.01554870605469,95,False,,1.7053121328353882,0.0248869452625513,0.0594585053622722,0.0487194918096065,0.0399974770843982,0.2001889646053314,-0.0413300283253192,37,25,0.190632164478302,43,14,0,0.0068989358842372,142.82337951660156,0,39,1.9285383224487305,0.0710791051387786,0.2433434873819351,0.0862989574670791,0.1039042621850967,-9.938061714172363,21.126953125,-19.066648483276367,-41.04410171508789,False,366,4400.652280065759,13.790773391723633,319.1011962890625,16.578575134277344,0,,,,,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,297.6290088029718,-42.160364994451626,311.67466592165624,-68.93173592178067,False,False,0,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,-0.041012693849240923,0.22426839334229953,0.0034024824071729807,,
1636148068921376768,Gaia DR3 4638268296874194432,4638268296874194432,726852191,2016.0,27.59859279793431,0.1780173480510711,-74.35054903609465,0.1310343742370605,-0.1523278460624048,0.1552971452474594,-0.9808799028396606,1.3534598350524902,0.843109562092226,0.2238975614309311,-1.058782277764944,0.1774079501628875,-0.1023878157138824,0.0592421032488346,-0.3653786480426788,-0.1347377598285675,-0.0540937110781669,-0.1142016500234603,-0.0168147440999746,0.1264573484659195,-0.2504426538944244,-0.1047139689326286,315,0,315,0,0.0163426883518695,320.0965881347656,0.0,0.0,31,False,1.7808964252471924,,,,,,,,36,25,0.3206557631492615,43,15,0,0.0169154964387416,37.58702087402344,4,0,0.9995810985565186,0.0699205696582794,0.2585438787937164,0.1153591945767402,0.173585757613182,18.144058227539062,18.673494338989254,-14.564440727233888,-39.43717575073242,False,373,545.3872897894968,1.2390282154083252,440.1734313964844,18.845603942871094,39,426.4040373945156,6.532733917236328,65.27191162109375,18.763988494873047,40,232.4408746832942,5.207705974578857,44.63402557373047,18.832115173339844,1.2080312967300415,0.0,0.0,0.0,0.0,0,-0.0681266784667968,-0.0816154479980468,0.01348876953125,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,297.61933544001,-42.16406600374434,311.69334549475417,-68.93621144238298,False,False,0,False,False,False,False,False,True,False,False,1.2192104964503514e-12,5.408153308864018e-13,0.999999463558197,9996.728515625,9990.7705078125,9999.0615234375,4.59089994430542,4.587100028991699,4.593200206756592,-1.2956000566482544,-1.330299973487854,-1.2668999433517456,17511.134765625,17458.744140625,17596.0703125,0.00089999998454,0.0001999999949475,0.0027999999001622,0.00089999998454,0.0001999999949475,0.002600000007078,0.0005000000237487,9.999999747378752e-05,0.0013999999500811,PHOENIX,0.3007483637609419,0.5670578343210764,0.0024666100904274877,0.016634049183339432,0.0243253039210055
1636148068921376768,Gaia DR3 4638268326938392832,4638268326938392832,326786861,2016.0,27.61621219840715,0.3413569629192352,-74.3459659919012,0.2572290897369385,0.3415445355270888,0.3176999390125274,1.0750538110733032,1.7431929111480713,1.2851998178590576,0.4316306114196777,-1.1777023928614263,0.3316791951656341,-0.0871955156326294,0.0058870133943855,-0.2820233106613159,-0.1273625046014785,-0.1048884987831115,-0.1409199237823486,0.0427737683057785,0.1699293255805969,-0.3342808485031128,-0.1049060374498367,296,0,294,2,1.425604224205017,337.1433410644531,0.949963390827179,0.970023512840271,31,False,1.78113853931427,,,,,,,,34,25,0.6131710410118103,41,13,0,0.0329699739813804,106.74861907958984,0,0,1.0587037801742554,0.0753292292356491,0.2536275088787079,0.0488724038004875,0.1326098591089248,28.342453002929688,17.143932342529297,40.233375549316406,-37.14424133300781,False,352,234.59015011831417,0.820744514465332,285.8260498046875,19.761592864990234,35,171.96086351659463,7.099793434143066,24.22054481506348,19.74996757507324,35,84.54676443546258,5.57404375076294,15.167940139770508,19.930152893066406,1.0934288501739502,0.0,0.0,0.0,0.0,0,-0.180185317993164,-0.0116252899169921,-0.1685600280761718,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,297.611339179824,-42.166976712193865,311.70843125329054,-68.93998079875858,False,False,0,False,False,False,False,False,False,False,False,1.423209050610552e-10,5.320723245674785e-13,0.999997854232788,,,,,,,,,,,,,,,,,,,,,,,0.5857515075254132,0.8420404859282371,0.0037985910054715256,0.04482707646446128,0.07158099008896758
